,performer,song_performer,song,track_duration_s,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,rank,last_week,peak_rank,weeks_on_board,key_signature,year,top_hit_pos
8551,Barbara Lewis,Puppy Love | Barbara Lewis,Puppy Love,144.466,0.658,0.336,C,-17.939,major,0.0525,0.807,0.0,0.0969,0.923,74.279,4.0,53,56.0,38,12,C major,1964,0.0
8552,Paul Anka,Puppy Love | Paul Anka,Puppy Love,164.0,0.29,0.408,G,-9.607,major,0.0318,0.662,0.0,0.272,0.542,102.229,3.0,63,40.0,2,14,G major,1960,0.0
8553,Son By Four,Purest Of Pain (A Puro Dolor) | Son By Four,Purest Of Pain (A Puro Dolor),247.48,0.593,0.939,G,-3.431,major,0.0616,0.45,1.33e-05,0.109,0.743,134.108,4.0,35,39.0,26,26,G major,2000,0.0
8554,Skrillex & Rick Ross,Purple Lamborghini | Skrillex & Rick Ross,Purple Lamborghini,215.51,0.457,0.899,A#,-2.591,minor,0.132,0.0019,0.0,0.831,0.298,147.268,4.0,96,90.0,33,10,A# minor,2016,0.0
8555,Prince And The Revolution,Purple Rain | Prince And The Revolution,Purple Rain,520.786,0.367,0.452,A#,-10.422,major,0.0307,0.0353,0.00228,0.689,0.189,113.066,4.0,4,17.0,2,18,A# major,2016,0.0
8556,The Mixtures,Pushbike Song | The Mixtures,Pushbike Song,150.933,0.622,0.498,D,-12.957,major,0.15,0.272,2.94e-06,0.05,0.969,169.314,4.0,66,46.0,44,11,D major,1971,0.0
8557,Justin Timberlake,Pusher Love Girl | Justin Timberlake,Pusher Love Girl,482.36,0.485,0.441,C#,-8.248,minor,0.0775,0.466,0.000936,0.485,0.511,140.009,4.0,87,64.0,64,2,C# minor,2013,0.0
8558,The Seeds,Pushin' Too Hard | The Seeds,Pushin' Too Hard,158.778,0.535,0.654,A,-12.434,major,0.042,0.267,1.16e-05,0.318,0.827,143.612,4.0,46,36.0,36,11,A major,1967,0.0
8559,Yo Gotti Featuring Lil Baby,Put A Date On It | Yo Gotti Featuring Lil Baby,Put A Date On It,195.257,0.835,0.659,E,-5.696,major,0.31,0.0123,0.0,0.372,0.579,129.93,4.0,79,73.0,46,20,E major,2019,0.0
8560,Brooks & Dunn,Put A Girl In It | Brooks & Dunn,Put A Girl In It,207.88,0.589,0.953,E,-3.317,major,0.0619,0.0328,0.00102,0.062,0.772,119.967,4.0,91,70.0,54,13,E major,2008,0.0
8561,Alessi,Put Away Your Love | Alessi,Put Away Your Love,215.666,0.777,0.5,C,-13.089,major,0.0373,0.577,0.0,0.234,0.786,126.45,4.0,71,75.0,71,4,C major,1982,0.0
8562,Brandy Featuring Chris Brown,Put It Down | Brandy Featuring Chris Brown,Put It Down,246.213,0.761,0.413,C,-8.104,major,0.195,0.019,0.0,0.0829,0.595,141.056,4.0,85,77.0,65,14,C major,2012,0.0
8563,Plies Featuring Chris J,Put It On Ya | Plies Featuring Chris J,Put It On Ya,257.413,0.759,0.583,C#,-8.503,major,0.0864,0.00286,0.0,0.0445,0.904,76.023,4.0,100,84.0,31,13,C# major,2009,0.0
8564,Donell Jones,Put Me Down | Donell Jones,Put Me Down,260.266,0.792,0.648,C#,-6.827,minor,0.0469,0.0702,0.00531,0.0693,0.76,101.406,4.0,100,98.0,98,3,C# minor,2002,0.0
8565,Young Jeezy Featuring Kanye West,Put On | Young Jeezy Featuring Kanye West,Put On,257.266,0.801,0.536,B,-10.933,minor,0.32,0.273,0.0,0.121,0.573,168.538,4.0,53,51.0,12,20,B minor,2008,0.0
8566,Jaheim,Put That Woman First | Jaheim,Put That Woman First,245.773,0.649,0.536,F,-8.804,minor,0.132,0.492,0.0,0.184,0.513,78.935,4.0,69,63.0,20,20,F minor,2003,0.0
8567,Ray Smith,Put Your Arms Around Me Honey | Ray Smith,Put Your Arms Around Me Honey,141.106,0.635,0.788,F,-4.645,major,0.0397,0.794,0.0,0.0513,0.862,80.848,4.0,91,91.0,91,2,F major,1960,0.0
8568,Tracy Byrd,Put Your Hand In Mine | Tracy Byrd,Put Your Hand In Mine,271.773,0.495,0.488,D#,-7.477,major,0.0309,0.125,0.0,0.189,0.237,72.064,4.0,99,92.0,76,8,D# major,2000,0.0
8569,Ocean,Put Your Hand In The Hand | Ocean,Put Your Hand In The Hand,176.706,0.833,0.475,A,-14.951,major,0.0403,0.0489,0.000104,0.0759,0.978,136.384,4.0,24,12.0,2,14,A major,1971,0.0
8570,The O'Jays,Put Your Hands Together | The O'Jays,Put Your Hands Together,246.426,0.584,0.759,G,-7.375,major,0.0917,0.445,5.27e-06,0.166,0.748,141.082,4.0,62,46.0,10,16,G major,1974,0.0
8571,Paul Anka,Put Your Head On My Shoulder | Paul Anka,Put Your Head On My Shoulder,154.733,0.547,0.335,E,-9.2,minor,0.0307,0.747,0.0,0.101,0.474,115.838,3.0,86,43.0,2,18,E minor,1959,0.0
8572,Eddie Murphy,Put Your Mouth On Me | Eddie Murphy,Put Your Mouth On Me,244.333,0.813,0.652,C#,-13.018,major,0.114,0.0647,0.0,0.343,0.774,100.302,4.0,95,79.0,27,13,C# major,1989,0.0
8573,Ritt Momney,Put Your Records On | Ritt Momney,Put Your Records On,210.463,0.399,0.491,F#,-10.778,minor,0.0538,0.0563,0.00089,0.11,0.151,91.066,4.0,43,43.0,30,25,F# minor,2021,0.0
8574,Taco,Puttin' On The Ritz | Taco,Puttin' On The Ritz,281.16,0.798,0.292,C,-17.112,major,0.0777,0.152,0.00101,0.185,0.812,98.653,4.0,100,73.0,4,21,C major,1983,0.0
8575,Charice Featuring Iyaz,Pyramid | Charice Featuring Iyaz,Pyramid,235.946,0.562,0.659,A#,-5.234,major,0.0824,0.268,0.0,0.133,0.241,87.539,4.0,93,56.0,56,2,A# major,2010,0.0
8576,Hi-Five,Quality Time | Hi-Five,Quality Time,283.066,0.644,0.674,F#,-6.998,major,0.0345,0.0761,0.0,0.0659,0.656,155.907,4.0,91,75.0,38,17,F# major,1993,0.0
8577,KC And The Sunshine Band,Queen Of Clubs | KC And The Sunshine Band,Queen Of Clubs,183.293,0.583,0.73,G,-7.585,major,0.0515,0.405,1.36e-05,0.0952,0.782,132.552,4.0,66,67.0,66,5,G major,1976,0.0
8578,Rene And Ray,Queen Of My Heart | Rene And Ray,Queen Of My Heart,137.106,0.302,0.458,F#,-8.622,major,0.0295,0.745,7.97e-05,0.102,0.731,205.053,3.0,79,82.0,79,3,F# major,1962,0.0
8579,Average White Band,Queen Of My Soul | Average White Band,Queen Of My Soul,361.613,0.355,0.7,A#,-10.449,minor,0.0381,0.163,2.63e-06,0.0777,0.559,98.802,4.0,57,40.0,40,8,A# minor,1976,0.0
8580,Loverboy,Queen Of The Broken Hearts | Loverboy,Queen Of The Broken Hearts,230.0,0.529,0.667,G#,-12.529,minor,0.0539,0.0868,0.0,0.0714,0.702,150.603,4.0,93,76.0,34,12,G# minor,1983,0.0
8581,Bobby Darin,Queen Of The Hop | Bobby Darin,Queen Of The Hop,131.666,0.786,0.641,F,-16.072,major,0.0722,0.703,3.17e-06,0.152,0.948,139.472,4.0,93,64.0,9,19,F major,1959,0.0
8582,Chicago,Questions 67 And 68 | Chicago,Questions 67 And 68,301.933,0.452,0.732,F,-7.786,major,0.0405,0.00244,0.0096,0.172,0.557,89.827,4.0,71,78.0,71,3,F major,1969,0.0
8583,Bang,Questions | Bang,Questions,227.12,0.418,0.62,A,-5.59,major,0.0385,0.271,0.00942,0.102,0.427,133.553,4.0,90,92.0,90,6,A major,1972,0.0
8584,Chris Brown,Questions | Chris Brown,Questions,129.477,0.614,0.598,A#,-6.335,minor,0.0561,0.00543,0.0,0.1,0.565,105.803,4.0,94,91.0,78,13,A# minor,2017,0.0
8585,Kasenetz-Katz Singing Orchestral Circus,Quick Joey Small (Run Joey Run) | Kasenetz-Katz Singing Orchestral Circus,Quick Joey Small (Run Joey Run),143.813,0.818,0.745,F,-6.052,major,0.0385,0.228,0.0045,0.392,0.961,135.994,4.0,34,25.0,25,11,F major,1968,0.0
8586,Miguel,Quickie | Miguel,Quickie,226.36,0.372,0.642,A,-4.819,minor,0.148,0.216,0.0,0.114,0.647,67.839,4.0,98,93.0,62,14,A minor,2011,0.0
8587,Morray,Quicksand | Morray,Quicksand,224.933,0.901,0.656,E,-7.452,minor,0.277,0.0807,0.0,0.181,0.599,119.956,4.0,79,91.0,65,20,E minor,2021,0.0
8588,Andy Williams,Quiet Nights Of Quiet Stars | Andy Williams,Quiet Nights Of Quiet Stars,180.106,0.347,0.293,D,-12.821,minor,0.0331,0.745,0.0112,0.16,0.219,115.66,4.0,92,93.0,92,3,D minor,1965,0.0
8589,Backstreet Boys,Quit Playing Games (With My Heart) | Backstreet Boys,Quit Playing Games (With My Heart),233.533,0.8,0.875,B,-4.952,minor,0.0338,0.0615,2.79e-06,0.13,0.882,100.033,4.0,48,47.0,2,43,B minor,1998,0.0
8590,The Fireballs,Quite A Party | The Fireballs,Quite A Party,109.693,0.725,0.934,A,-8.513,major,0.0384,0.189,0.756,0.0505,0.808,108.995,4.0,100,30.0,27,10,A major,1961,0.0
8591,Gordon Lightfoot,Race Among The Ruins | Gordon Lightfoot,Race Among The Ruins,198.306,0.594,0.614,E,-13.915,major,0.0423,0.323,9.89e-05,0.152,0.557,93.431,4.0,67,65.0,65,4,E major,1977,0.0
8592,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The Middle | Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,Racks In The Middle,233.277,0.671,0.833,F,-5.152,minor,0.395,0.0825,0.0,0.0726,0.702,79.351,4.0,95,82.0,26,10,F minor,2019,0.0
8593,Golden Earring,Radar Love | Golden Earring,Radar Love,386.706,0.504,0.719,C#,-9.155,minor,0.0431,0.00878,0.00149,0.075,0.177,102.144,4.0,64,55.0,13,20,C# minor,1974,0.0
8594,White Lion,Radar Love | White Lion,Radar Love,355.04,0.405,0.858,E,-8.106,major,0.043,0.00027,0.0237,0.0921,0.563,102.913,4.0,100,91.0,59,13,E major,1989,0.0
8595,Britney Spears,Radar | Britney Spears,Radar,229.213,0.642,0.722,E,-4.845,minor,0.167,0.293,0.0,0.337,0.513,127.959,4.0,97,88.0,88,3,E minor,2009,0.0
8596,Kings Of Leon,Radioactive | Kings Of Leon,Radioactive,206.186,0.408,0.925,F,-4.88,major,0.0533,0.00877,0.000454,0.12,0.361,126.405,4.0,100,87.0,37,5,F major,2010,0.0
8597,The Firm,Radioactive | The Firm,Radioactive,169.2,0.579,0.601,A,-14.415,minor,0.0337,0.163,0.0,0.0536,0.615,106.2,4.0,100,77.0,28,15,A minor,1985,0.0
8598,Sammy Johns,Rag Doll | Sammy Johns,Rag Doll,202.173,0.558,0.213,F#,-13.451,major,0.0289,0.452,0.0,0.0967,0.363,107.134,4.0,52,52.0,52,8,F# major,1975,0.0
8599,"The 4 Seasons Featuring the ""Sound of Frankie Valli""","Rag Doll | The 4 Seasons Featuring the ""Sound of Frankie Valli""",Rag Doll,181.56,0.498,0.534,A#,-8.346,major,0.0378,0.755,8.82e-05,0.0665,0.611,120.935,4.0,33,17.0,1,12,A# major,1964,1.0
8600,Sunny & The Sunliners,Rags To Riches | Sunny & The Sunliners,Rags To Riches,142.733,0.396,0.362,B,-9.694,major,0.0368,0.294,0.000854,0.379,0.65,129.909,3.0,50,45.0,45,7,B major,1963,0.0
8601,The Guess Who,Rain Dance | The Guess Who,Rain Dance,164.536,0.431,0.721,D,-8.812,major,0.0299,0.0875,6.98e-05,0.226,0.295,141.223,4.0,44,33.0,19,12,D major,1971,0.0
8602,Paul Hardcastle,Rain Forest | Paul Hardcastle,Rain Forest,448.48,0.776,0.703,G#,-16.542,minor,0.0498,0.00108,0.88,0.352,0.922,125.938,4.0,97,96.0,57,18,G# minor,1985,0.0
8603,Max Werner,Rain In May | Max Werner,Rain In May,218.279,0.65,0.583,G#,-8.806,major,0.0303,0.229,0.0,0.115,0.767,98.006,4.0,100,90.0,74,6,G# major,1981,0.0
8604,The Alarm,Rain In The Summertime | The Alarm,Rain In The Summertime,314.84,0.531,0.924,A#,-7.534,major,0.0371,0.000246,1.14e-05,0.389,0.615,108.057,4.0,91,78.0,71,8,A# major,1988,0.0
8605,The Lovin' Spoonful,Rain On The Roof | The Lovin' Spoonful,Rain On The Roof,131.04,0.604,0.329,D,-13.52,major,0.0297,0.751,1.18e-06,0.162,0.659,112.455,4.0,44,30.0,10,10,D major,1966,0.0
8606,Pitbull Featuring Marc Anthony,Rain Over Me | Pitbull Featuring Marc Anthony,Rain Over Me,231.573,0.61,0.906,C,-2.117,major,0.0647,0.00416,0.0,0.758,0.294,127.917,4.0,97,95.0,30,18,C major,2011,0.0
8607,Bobby Vinton,Rain Rain Go Away | Bobby Vinton,Rain Rain Go Away,176.693,0.502,0.322,A#,-10.245,major,0.0287,0.744,0.0,0.136,0.563,114.861,4.0,52,40.0,12,11,A# major,1962,0.0
8608,Fools Gold,"Rain, Oh Rain | Fools Gold","Rain, Oh Rain",282.386,0.709,0.647,A#,-9.579,major,0.0291,0.137,0.000116,0.211,0.775,121.733,4.0,93,76.0,76,7,A# major,1976,0.0
8609,Leon & Mary Russell,Rainbow In Your Eyes | Leon & Mary Russell,Rainbow In Your Eyes,252.666,0.284,0.638,G,-8.094,major,0.0696,0.289,0.0,0.112,0.5,87.005,1.0,52,54.0,52,12,G major,1976,0.0
8610,The Marmalade,Rainbow | The Marmalade,Rainbow,260.646,0.395,0.837,D,-7.205,major,0.4,0.749,6.32e-06,0.83,0.383,110.838,4.0,56,51.0,51,8,D major,1970,0.0
8611,Dragon,Rain | Dragon,Rain,244.36,0.889,0.609,C#,-6.438,major,0.0423,0.00654,0.000478,0.079,0.459,90.535,4.0,98,88.0,88,4,C# major,1984,0.0
8612,B.J. Thomas,Raindrops Keep Fallin' On My Head | B.J. Thomas,Raindrops Keep Fallin' On My Head,184.493,0.519,0.446,F,-9.287,major,0.0388,0.813,0.000124,0.11,0.654,104.962,4.0,30,27.0,1,22,F major,1970,1.0
8613,Dee Clark,Raindrops | Dee Clark,Raindrops,179.665,0.381,0.719,G,-7.613,major,0.0494,0.452,0.0,0.689,0.563,114.086,1.0,50,31.0,2,16,G major,1961,0.0
8614,Leo Sayer,Raining In My Heart | Leo Sayer,Raining In My Heart,192.493,0.561,0.536,C,-7.783,major,0.0251,0.116,0.0,0.0755,0.316,92.605,4.0,94,47.0,47,7,C major,1978,0.0
8615,Jose Feliciano,Rain | Jose Feliciano,Rain,182.64,0.5,0.231,B,-13.959,minor,0.0363,0.833,0.0,0.106,0.573,84.406,4.0,77,76.0,76,5,B minor,1969,0.0
8616,Madonna,Rain | Madonna,Rain,328.986,0.592,0.642,A#,-9.38,major,0.026,0.0883,0.00134,0.131,0.16,92.419,4.0,75,72.0,14,20,A# major,1993,0.0
8617,SWV,Rain | SWV,Rain,264.506,0.643,0.486,E,-10.443,minor,0.0278,0.337,3.86e-06,0.702,0.146,138.151,3.0,97,97.0,25,14,E minor,1998,0.0
8618,Gordon Lightfoot,Rainy Day People | Gordon Lightfoot,Rainy Day People,168.826,0.672,0.425,B,-12.117,major,0.0277,0.678,0.000616,0.142,0.533,109.575,4.0,83,48.0,26,11,B major,1975,0.0
8619,Bob Dylan,Rainy Day Women #12 & 35 | Bob Dylan,Rainy Day Women #12 & 35,274.066,0.556,0.592,F,-7.378,major,0.0338,0.458,0.0,0.0637,0.587,94.889,4.0,29,15.0,2,10,F major,1966,0.0
8620,Davy Jones,Rainy Jane | Davy Jones,Rainy Jane,163.186,0.603,0.431,E,-13.064,minor,0.0551,0.245,0.0,0.0862,0.538,138.863,4.0,53,52.0,52,9,E minor,1971,0.0
8621,Petey Pablo,Raise Up | Petey Pablo,Raise Up,286.426,0.735,0.844,C#,-5.215,major,0.167,0.142,0.0,0.319,0.742,156.069,4.0,50,45.0,25,21,C# major,2001,0.0
8622,P!nk,Raise Your Glass | P!nk,Raise Your Glass,202.96,0.7,0.709,G,-5.006,major,0.0839,0.0048,0.0,0.0289,0.625,122.019,4.0,46,45.0,1,30,G major,2011,1.0
8623,Eddie Floyd,Raise Your Hand | Eddie Floyd,Raise Your Hand,143.293,0.708,0.253,A,-16.748,major,0.0283,0.292,0.0,0.237,0.93,99.506,4.0,89,79.0,79,6,A major,1967,0.0
8624,Chris Young,Raised On Country | Chris Young,Raised On Country,175.594,0.572,0.794,D,-3.224,major,0.0455,0.395,0.0,0.23,0.79,148.095,4.0,90,66.0,54,13,D major,2019,0.0
8625,Joni Mitchell,Raised On Robbery | Joni Mitchell,Raised On Robbery,187.773,0.554,0.777,C,-5.782,major,0.0332,0.168,0.0,0.128,0.832,142.872,4.0,76,65.0,65,8,C major,1974,0.0
8626,Yo Gotti Featuring Nicki Minaj,Rake It Up | Yo Gotti Featuring Nicki Minaj,Rake It Up,276.333,0.91,0.444,C#,-8.126,minor,0.344,0.022,0.0,0.137,0.53,149.953,4.0,34,27.0,8,22,C# minor,2017,0.0
8627,The Edsels,Rama Lama Ding Dong | The Edsels,Rama Lama Ding Dong,147.72,0.609,0.709,C#,-7.056,major,0.0321,0.254,1.05e-05,0.106,0.949,122.465,4.0,70,30.0,21,11,C# major,1961,0.0
8628,The Ramblers,Rambling | The Ramblers,Rambling,168.28,0.566,0.237,F,-16.06,major,0.0325,0.856,1.67e-06,0.0988,0.253,103.06,4.0,73,73.0,73,4,F major,1960,0.0
8629,The Blue Diamonds,Ramona | The Blue Diamonds,Ramona,147.923,0.493,0.603,E,-9.824,major,0.0411,0.152,9.23e-05,0.147,0.657,139.13,4.0,78,72.0,72,5,E major,1960,0.0
8630,"21 Savage, Offset & Metro Boomin Featuring Quavo","Rap Saved Me | 21 Savage, Offset & Metro Boomin Featuring Quavo",Rap Saved Me,257.6,0.845,0.399,C#,-7.509,major,0.309,0.00525,0.74,0.102,0.148,143.049,4.0,88,64.0,64,3,C# major,2017,0.0
8631,Sugarhill Gang,Rapper's Delight | Sugarhill Gang,Rapper's Delight,427.36,0.9,0.845,B,-7.306,minor,0.257,0.465,0.0,0.0724,0.914,111.187,4.0,100,95.0,36,12,B minor,1980,0.0
8632,Polo G,Rapstar | Polo G,Rapstar,165.925,0.789,0.536,F#,-6.862,major,0.242,0.41,0.0,0.129,0.437,81.039,4.0,40,28.0,1,20,F# major,2021,1.0
8633,Prince And The Revolution,Raspberry Beret | Prince And The Revolution,Raspberry Beret,215.173,0.761,0.67,D,-12.759,major,0.0438,0.21,0.000426,0.0685,0.91,120.752,4.0,97,67.0,2,17,D major,1985,0.0
8634,The Drifters,Rat Race | The Drifters,Rat Race,132.466,0.622,0.37,A,-14.766,minor,0.16,0.496,0.0,0.376,0.385,101.108,4.0,82,84.0,71,6,A minor,1963,0.0
8635,Clean Bandit Featuring Jess Glynne,Rather Be | Clean Bandit Featuring Jess Glynne,Rather Be,227.833,0.799,0.586,B,-6.735,major,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4.0,46,44.0,10,31,B major,2015,0.0
8636,Ohio Players,Rattlesnake | Ohio Players,Rattlesnake,182.773,0.627,0.836,F,-10.635,major,0.047,0.00375,0.114,0.191,0.947,88.703,4.0,90,91.0,90,4,F major,1976,0.0
8637,Link Wray And The Wraymen,Raw-Hide | Link Wray And The Wraymen,Raw-Hide,125.093,0.307,0.981,A,-4.697,major,0.0415,0.115,0.0184,0.325,0.822,165.962,4.0,56,59.0,23,13,A major,1959,0.0
8638,Madonna,Ray Of Light | Madonna,Ray Of Light,320.693,0.561,0.909,D#,-7.878,major,0.0312,0.00118,0.46,0.0713,0.71,127.172,4.0,71,63.0,5,20,D# major,1998,0.0
8639,George Duke,Reach For It | George Duke,Reach For It,293.973,0.753,0.587,G,-8.932,major,0.0563,0.0151,0.00336,0.0374,0.747,88.188,4.0,96,54.0,54,6,G major,1978,0.0
8640,Firehouse,Reach For The Sky | Firehouse,Reach For The Sky,286.733,0.562,0.891,C#,-8.283,major,0.0361,1.21e-05,0.0588,0.0858,0.524,132.569,4.0,95,83.0,83,5,C# major,1992,0.0
8641,Dionne Warwick,Reach Out For Me | Dionne Warwick,Reach Out For Me,172.4,0.671,0.334,C,-9.122,major,0.0299,0.685,0.0,0.0694,0.573,110.899,4.0,32,26.0,20,8,C major,1964,0.0
8642,Gloria Gaynor,"Reach Out, I'll Be There | Gloria Gaynor","Reach Out, I'll Be There",257.666,0.645,0.597,F#,-12.989,major,0.0305,0.00384,1.79e-06,0.0819,0.88,121.838,4.0,78,60.0,60,5,F# major,1975,0.0
8643,Giorgio Moroder (Featuring Paul Engeman),Reach Out | Giorgio Moroder (Featuring Paul Engeman),Reach Out,317.186,0.806,0.798,C,-8.768,major,0.0596,0.000146,0.768,0.0369,0.957,128.002,4.0,100,81.0,81,4,C major,1984,0.0
8644,Merrilee Rush,Reach Out | Merrilee Rush,Reach Out,286.293,0.428,0.286,D,-13.273,minor,0.0292,0.416,0.00674,0.161,0.199,81.334,4.0,79,82.0,79,4,D minor,1968,0.0
8645,Gloria Estefan,Reach | Gloria Estefan,Reach,230.133,0.451,0.832,F,-5.371,minor,0.0429,0.314,0.0,0.0722,0.435,156.104,4.0,56,42.0,42,20,F minor,1996,0.0
8646,Orleans,Reach | Orleans,Reach,260.293,0.518,0.513,F,-14.85,major,0.053,0.181,0.000286,0.264,0.886,102.818,4.0,81,51.0,51,8,F major,1977,0.0
8647,Erick Sermon Featuring Redman,React | Erick Sermon Featuring Redman,React,217.84,0.584,0.894,A,-1.605,minor,0.429,0.176,0.0,0.169,0.786,94.383,4.0,94,79.0,36,16,A minor,2003,0.0
8648,Foreigner,Reaction To Action | Foreigner,Reaction To Action,212.0,0.631,0.935,D,-6.459,major,0.0564,0.00535,0.0168,0.151,0.404,115.687,4.0,85,68.0,54,8,D major,1985,0.0
8649,Barry Manilow,Read 'Em And Weep | Barry Manilow,Read 'Em And Weep,325.826,0.53,0.747,A#,-7.285,major,0.0327,0.647,1.55e-06,0.243,0.406,106.333,4.0,86,55.0,18,14,A# major,1984,0.0
8650,Shep And The Limelites,Ready For Your Love | Shep And The Limelites,Ready For Your Love,167.333,0.405,0.29,G#,-11.237,major,0.0334,0.859,0.0,0.229,0.538,181.817,3.0,63,42.0,42,5,G# major,1961,0.0
8651,The Delfonics,Ready Or Not Here I Come (Can't Hide From Love) | The Delfonics,Ready Or Not Here I Come (Can't Hide From Love),119.466,0.552,0.636,D#,-6.215,major,0.0338,0.304,2.32e-05,0.153,0.663,82.884,4.0,45,35.0,35,9,D# major,1969,0.0
8652,Lou Gramm,Ready Or Not | Lou Gramm,Ready Or Not,202.853,0.651,0.937,A,-4.145,minor,0.042,0.0106,5.52e-05,0.155,0.885,116.932,4.0,100,95.0,54,12,A minor,1987,0.0
8653,Chase Rice,Ready Set Roll | Chase Rice,Ready Set Roll,190.587,0.513,0.803,C,-4.45,major,0.0777,0.0161,0.0,0.667,0.746,156.038,4.0,58,57.0,54,21,C major,2014,0.0
8654,Republica,Ready To Go | Republica,Ready To Go,301.066,0.559,0.953,D,-4.657,major,0.0568,0.000283,0.188,0.187,0.236,130.053,4.0,80,73.0,56,20,D major,1996,0.0
8655,Dixie Chicks,Ready To Run | Dixie Chicks,Ready To Run,231.293,0.644,0.644,G,-7.542,major,0.0305,0.245,0.00083,0.27,0.293,98.746,4.0,97,85.0,39,18,G major,1999,0.0
8656,Barry Manilow,Ready To Take A Chance Again | Barry Manilow,Ready To Take A Chance Again,184.906,0.247,0.526,A,-9.657,minor,0.0322,0.784,8.66e-06,0.0778,0.259,101.1,4.0,98,98.0,11,16,A minor,1978,0.0
8657,Tim McGraw,Real Good Man | Tim McGraw,Real Good Man,254.6,0.56,0.827,D,-5.393,major,0.0266,0.00986,1.13e-05,0.328,0.639,89.93,4.0,75,73.0,27,20,D major,2003,0.0
8658,Das EFX,Real Hip Hop | Das EFX,Real Hip Hop,247.613,0.858,0.76,E,-7.895,minor,0.254,0.0217,0.0,0.322,0.951,93.082,4.0,93,92.0,61,10,E minor,1995,0.0
8659,J.J. Barnes,Real Humdinger | J.J. Barnes,Real Humdinger,317.026,0.718,0.672,C,-9.891,minor,0.0444,0.265,0.0,0.257,0.926,134.134,4.0,84,80.0,80,5,C minor,1966,0.0
8660,Jake Owen,Real Life | Jake Owen,Real Life,169.826,0.654,0.749,C#,-5.383,minor,0.0257,0.00195,0.0,0.0956,0.774,108.004,4.0,89,93.0,74,13,C# minor,2015,0.0
8661,Steve Alaimo,Real Live Girl | Steve Alaimo,Real Live Girl,140.547,0.38,0.544,G#,-3.201,major,0.0281,0.318,0.0,0.0654,0.491,106.187,3.0,77,84.0,77,2,G# major,1965,0.0
8662,Skyy,Real Love | Skyy,Real Love,314.546,0.674,0.451,B,-11.831,minor,0.0304,0.578,0.000698,0.0865,0.67,135.435,4.0,96,81.0,47,12,B minor,1990,0.0
8663,The Doobie Brothers,Real Love | The Doobie Brothers,Real Love,259.266,0.751,0.467,F,-9.295,major,0.0314,0.468,8.8e-05,0.0511,0.935,118.159,4.0,99,87.0,5,16,F major,1980,0.0
8664,Todd Rundgren,Real Man | Todd Rundgren,Real Man,270.44,0.423,0.619,G#,-10.531,major,0.0394,0.301,0.000147,0.387,0.507,115.671,4.0,83,84.0,83,3,G# major,1975,0.0
8665,Jesus Jones,Real Real Real | Jesus Jones,Real Real Real,188.76,0.596,0.547,C,-13.136,major,0.0331,0.0478,4.92e-05,0.157,0.697,110.209,4.0,89,84.0,4,20,C major,1992,0.0
8666,Ivan,Real Wild Child | Ivan,Real Wild Child,139.413,0.377,0.76,A,-6.585,major,0.034,0.634,0.0,0.0848,0.931,166.866,4.0,93,68.0,68,5,A major,1958,0.0
8667,matchbox 20,Real World | matchbox 20,Real World,231.693,0.504,0.761,A#,-5.446,major,0.0437,0.00628,0.0,0.0892,0.884,117.999,4.0,50,38.0,38,2,A# major,1998,0.0
8668,Kenny Chesney,Reality | Kenny Chesney,Reality,210.64,0.315,0.925,C,-4.507,major,0.117,0.00296,0.0642,0.114,0.415,185.305,4.0,93,82.0,62,20,C major,2012,0.0
8669,Around The Way,Really Into You | Around The Way,Really Into You,309.773,0.621,0.696,C#,-9.832,major,0.151,0.0272,0.0108,0.0619,0.621,191.818,4.0,100,89.0,89,5,C# major,1992,0.0
8670,Kevin Gates,Really Really | Kevin Gates,Really Really,232.093,0.762,0.666,C,-6.055,major,0.0916,0.00427,0.0,0.127,0.278,118.97,4.0,50,46.0,46,26,C major,2016,0.0
8671,Ultravox,Reap The Wild Wind | Ultravox,Reap The Wild Wind,225.32,0.558,0.799,F#,-7.657,major,0.0307,0.00438,0.489,0.09,0.847,133.349,4.0,80,71.0,71,5,F# major,1983,0.0
8672,Jason Aldean,Rearview Town | Jason Aldean,Rearview Town,184.173,0.526,0.85,A#,-4.47,minor,0.0313,0.023,0.0,0.0948,0.338,141.973,4.0,99,92.0,40,18,A# minor,2019,0.0
8673,Kansas,Reason To Be | Kansas,Reason To Be,230.96,0.357,0.391,D,-8.525,major,0.0482,0.527,0.0,0.0659,0.247,177.82,4.0,96,52.0,52,8,D major,1979,0.0
8674,David Bowie,Rebel Rebel | David Bowie,Rebel Rebel,274.746,0.635,0.686,A,-15.648,major,0.053,0.209,0.0176,0.282,0.464,125.988,4.0,89,68.0,64,8,A major,1974,0.0
8675,Chic,Rebels Are We | Chic,Rebels Are We,295.013,0.96,0.766,F,-5.578,major,0.0424,0.49,0.00199,0.283,0.984,120.202,4.0,93,91.0,61,6,F major,1980,0.0
8676,Johnny Adams,Reconsider Me | Johnny Adams,Reconsider Me,235.431,0.441,0.49,F,-11.249,major,0.0447,0.642,0.000456,0.417,0.556,107.735,1.0,38,28.0,28,8,F major,1969,0.0
